0	abd ombro direito:	131.83043056965315	flex cotovelo direito:	126.26289002467944	flex cotovelo esquerdo:	137.51236712611214	abd ombro esquerdo:	144.38499985319905	flex ombro direito:	70.02357926685472	flex ombro esquerdo:	108.19605838660536
1	abd ombro direito:	131.8359730546659	flex cotovelo direito:	126.24918994575519	flex cotovelo esquerdo:	137.5121140013396	abd ombro esquerdo:	144.35392243681966	flex ombro direito:	69.99571972124656	flex ombro esquerdo:	108.15436254167679
2	abd ombro direito:	131.83359582343104	flex cotovelo direito:	126.1912672860182	flex cotovelo esquerdo:	137.5160240253141	abd ombro esquerdo:	144.32875621748306	flex ombro direito:	69.98306693116568	flex ombro esquerdo:	108.11279435620588
3	abd ombro direito:	131.82581810390852	flex cotovelo direito:	126.16287077301713	flex cotovelo esquerdo:	137.51399602887804	abd ombro esquerdo:	144.31944001615636	flex ombro direito:	69.95373035192338	flex ombro esquerdo:	108.08336371026753
4	abd ombro direito:	131.83234092752826	flex cotovelo direito:	126.12514625772293	flex cotovelo esquerdo:	137.53375975825713	abd ombro esquerdo:	144.29814173310336	flex ombro direito:	69.94803337236924	flex ombro esquerdo:	108.06942411829866
5	abd ombro direito:	131.83872949009685	flex cotovelo direito:	126.08749520004405	flex cotovelo esquerdo:	137.53284249999342	abd ombro esquerdo:	144.26403348750878	flex ombro direito:	69.95578036748378	flex ombro esquerdo:	108.04072953415121
6	abd ombro direito:	131.84049467091978	flex cotovelo direito:	126.07429942348426	flex cotovelo esquerdo:	137.5281605993269	abd ombro esquerdo:	144.21846768106747	flex ombro direito:	69.94452580389975	flex ombro esquerdo:	107.99447436549433
7	abd ombro direito:	131.8501588919291	flex cotovelo direito:	126.06699812985086	flex cotovelo esquerdo:	137.81544404175003	abd ombro esquerdo:	144.2848139420511	flex ombro direito:	69.91315227120923	flex ombro esquerdo:	108.00299385957788
8	abd ombro direito:	131.87441749618884	flex cotovelo direito:	126.03718906437581	flex cotovelo esquerdo:	137.8112521785094	abd ombro esquerdo:	144.2503142055818	flex ombro direito:	69.92178587229299	flex ombro esquerdo:	107.97777331493468
9	abd ombro direito:	131.87991024811103	flex cotovelo direito:	126.01948868717767	flex cotovelo esquerdo:	137.7833046977686	abd ombro esquerdo:	144.22797961872598	flex ombro direito:	69.90588229137369	flex ombro esquerdo:	107.94093812130919
10	abd ombro direito:	131.88561606118841	flex cotovelo direito:	125.98779438540662	flex cotovelo esquerdo:	137.78078431975328	abd ombro esquerdo:	144.17963295139367	flex ombro direito:	69.88817430380925	flex ombro esquerdo:	107.89544100033525
11	abd ombro direito:	131.85286585119536	flex cotovelo direito:	125.98104342102658	flex cotovelo esquerdo:	137.75468378701223	abd ombro esquerdo:	144.15185860466102	flex ombro direito:	69.83478305868779	flex ombro esquerdo:	107.85337268733605
12	abd ombro direito:	131.83060820938172	flex cotovelo direito:	125.97352390480444	flex cotovelo esquerdo:	137.7154232083982	abd ombro esquerdo:	144.09383055797633	flex ombro direito:	69.79898265461118	flex ombro esquerdo:	107.77629119368055
13	abd ombro direito:	131.8019844505913	flex cotovelo direito:	125.9774516643294	flex cotovelo esquerdo:	137.7211434064644	abd ombro esquerdo:	144.03442020125453	flex ombro direito:	69.73495561428246	flex ombro esquerdo:	107.68087891322733
14	abd ombro direito:	131.7785797667582	flex cotovelo direito:	125.9498612042473	flex cotovelo esquerdo:	137.6728398967616	abd ombro esquerdo:	143.91996536595587	flex ombro direito:	69.64500101602282	flex ombro esquerdo:	107.53915421460113
15	abd ombro direito:	131.73373424962827	flex cotovelo direito:	125.92025790091853	flex cotovelo esquerdo:	137.6669721308889	abd ombro esquerdo:	143.8011157271615	flex ombro direito:	69.56599007839547	flex ombro esquerdo:	107.40839406235268
16	abd ombro direito:	131.66245114862173	flex cotovelo direito:	125.88904966699585	flex cotovelo esquerdo:	137.64527040153294	abd ombro esquerdo:	143.66688956981082	flex ombro direito:	69.44555515460215	flex ombro esquerdo:	107.23256201436433
17	abd ombro direito:	131.60522094657117	flex cotovelo direito:	125.87573315700132	flex cotovelo esquerdo:	137.59789134051957	abd ombro esquerdo:	143.4713316286186	flex ombro direito:	69.2996898319734	flex ombro esquerdo:	106.99892825632415
18	abd ombro direito:	131.53351425270102	flex cotovelo direito:	125.82792718142129	flex cotovelo esquerdo:	137.52056314475658	abd ombro esquerdo:	143.2187598559641	flex ombro direito:	69.11634936681222	flex ombro esquerdo:	106.70018369026737
19	abd ombro direito:	131.4271343992535	flex cotovelo direito:	125.83101557474437	flex cotovelo esquerdo:	137.4674544324669	abd ombro esquerdo:	142.92777330549598	flex ombro direito:	68.88632171957889	flex ombro esquerdo:	106.35356279055905
20	abd ombro direito:	131.2971726074984	flex cotovelo direito:	125.79829283342332	flex cotovelo esquerdo:	137.4406514871342	abd ombro esquerdo:	142.60607377896048	flex ombro direito:	68.62430954383655	flex ombro esquerdo:	105.9677288677569
21	abd ombro direito:	131.12710658277084	flex cotovelo direito:	125.77186461101361	flex cotovelo esquerdo:	137.4046564413696	abd ombro esquerdo:	142.29182266956843	flex ombro direito:	68.29944591904801	flex ombro esquerdo:	105.5443700137534
22	abd ombro direito:	130.93539994711716	flex cotovelo direito:	125.7177278514116	flex cotovelo esquerdo:	137.28658825013392	abd ombro esquerdo:	141.88131632113647	flex ombro direito:	67.95960091345692	flex ombro esquerdo:	105.04686600452078
