Frame,Angle
0,"{'Flexão_CotoveloD': 131.76488749147262, 'Flexão_CotoveloE': 125.39198560401756, 'Abdução_OmbroE': 171.97683187450875, 'Abdução_OmbroD': 112.70255670633084, 'Flexão_OmbroE': 99.17428395821675, 'Flexão_OmbroD': 70.30353239238475}"
1,"{'Flexão_CotoveloD': 122.23375391734953, 'Flexão_CotoveloE': 119.63289657944517, 'Abdução_OmbroE': 170.0911386873266, 'Abdução_OmbroD': 115.78083603806608, 'Flexão_OmbroE': 95.66301260144884, 'Flexão_OmbroD': 63.56731918176895}"
2,"{'Flexão_CotoveloD': 134.6104227989097, 'Flexão_CotoveloE': 117.26846601201473, 'Abdução_OmbroE': 170.6451107426234, 'Abdução_OmbroD': 115.67103645944633, 'Flexão_OmbroE': 93.12177267019433, 'Flexão_OmbroD': 76.93806380873646}"
3,"{'Flexão_CotoveloD': 135.8421251712657, 'Flexão_CotoveloE': 119.19523881354368, 'Abdução_OmbroE': 171.78276011517056, 'Abdução_OmbroD': 115.73687466149902, 'Flexão_OmbroE': 94.30831333630141, 'Flexão_OmbroD': 77.53631456352628}"
4,"{'Flexão_CotoveloD': 131.56220223414323, 'Flexão_CotoveloE': 118.56581254652322, 'Abdução_OmbroE': 171.7238954730726, 'Abdução_OmbroD': 116.7311920332771, 'Flexão_OmbroE': 94.36404824025705, 'Flexão_OmbroD': 72.2858755067314}"
5,"{'Flexão_CotoveloD': 132.4286035106968, 'Flexão_CotoveloE': 116.78793954373333, 'Abdução_OmbroE': 171.02372373983303, 'Abdução_OmbroD': 116.4910179651106, 'Flexão_OmbroE': 93.54373261696192, 'Flexão_OmbroD': 72.95143304551192}"
6,"{'Flexão_CotoveloD': 132.23647340627596, 'Flexão_CotoveloE': 113.48405482133062, 'Abdução_OmbroE': 170.5271448689112, 'Abdução_OmbroD': 118.04567317424159, 'Flexão_OmbroE': 91.23533634337146, 'Flexão_OmbroD': 74.67063943934316}"
7,"{'Flexão_CotoveloD': 132.6064898748921, 'Flexão_CotoveloE': 114.76592079527569, 'Abdução_OmbroE': 170.2674554816794, 'Abdução_OmbroD': 116.99945738839716, 'Flexão_OmbroE': 92.25271524919711, 'Flexão_OmbroD': 72.71729413916957}"
8,"{'Flexão_CotoveloD': 137.1138989078487, 'Flexão_CotoveloE': 116.48740107016613, 'Abdução_OmbroE': 170.84715531262265, 'Abdução_OmbroD': 115.9658918098358, 'Flexão_OmbroE': 92.7691916505349, 'Flexão_OmbroD': 77.14898278396373}"
9,"{'Flexão_CotoveloD': 130.8946524934681, 'Flexão_CotoveloE': 113.34904545840689, 'Abdução_OmbroE': 170.06549783119178, 'Abdução_OmbroD': 118.17626257637917, 'Flexão_OmbroE': 91.67258365798973, 'Flexão_OmbroD': 71.34931164053829}"
10,"{'Flexão_CotoveloD': 133.95848414512176, 'Flexão_CotoveloE': 115.95532367153722, 'Abdução_OmbroE': 171.6225318591934, 'Abdução_OmbroD': 117.54575520189002, 'Flexão_OmbroE': 92.59127569159266, 'Flexão_OmbroD': 75.62638005431661}"
11,"{'Flexão_CotoveloD': 140.16043317583754, 'Flexão_CotoveloE': 118.90357485116647, 'Abdução_OmbroE': 172.03882972306576, 'Abdução_OmbroD': 115.4623813715517, 'Flexão_OmbroE': 93.93526509330391, 'Flexão_OmbroD': 81.80247367211284}"
12,"{'Flexão_CotoveloD': 141.11063861674003, 'Flexão_CotoveloE': 117.93710566557095, 'Abdução_OmbroE': 172.24051162394397, 'Abdução_OmbroD': 116.03481054365551, 'Flexão_OmbroE': 93.53757295543477, 'Flexão_OmbroD': 83.98237897186078}"
13,"{'Flexão_CotoveloD': 144.7041483706234, 'Flexão_CotoveloE': 119.12117168706725, 'Abdução_OmbroE': 171.69131089768862, 'Abdução_OmbroD': 115.09816027078323, 'Flexão_OmbroE': 94.68115746629277, 'Flexão_OmbroD': 87.09002957183421}"
14,"{'Flexão_CotoveloD': 144.69337462476022, 'Flexão_CotoveloE': 121.35878349551271, 'Abdução_OmbroE': 172.0313938528337, 'Abdução_OmbroD': 112.81335600261963, 'Flexão_OmbroE': 96.71569859329713, 'Flexão_OmbroD': 83.75053917793694}"
15,"{'Flexão_CotoveloD': 143.77497447930534, 'Flexão_CotoveloE': 119.5537404167153, 'Abdução_OmbroE': 171.68603521747772, 'Abdução_OmbroD': 115.22307901695301, 'Flexão_OmbroE': 94.74798649806714, 'Flexão_OmbroD': 84.0411221547943}"
16,"{'Flexão_CotoveloD': 141.6107147296877, 'Flexão_CotoveloE': 118.80375807895746, 'Abdução_OmbroE': 171.1546396567039, 'Abdução_OmbroD': 117.01231276869207, 'Flexão_OmbroE': 94.81956952726537, 'Flexão_OmbroD': 81.52942592609615}"
17,"{'Flexão_CotoveloD': 142.82621992799088, 'Flexão_CotoveloE': 118.66928676310866, 'Abdução_OmbroE': 171.89731968683736, 'Abdução_OmbroD': 115.56147026438981, 'Flexão_OmbroE': 94.37263746143118, 'Flexão_OmbroD': 81.08632200958283}"
18,"{'Flexão_CotoveloD': 141.94232999749414, 'Flexão_CotoveloE': 123.04966613301443, 'Abdução_OmbroE': 170.51749591486677, 'Abdução_OmbroD': 113.12684050287847, 'Flexão_OmbroE': 97.06019384561402, 'Flexão_OmbroD': 79.89689989766723}"
19,"{'Flexão_CotoveloD': 139.63128145667795, 'Flexão_CotoveloE': 125.21939168204136, 'Abdução_OmbroE': 170.86841574649586, 'Abdução_OmbroD': 112.06121569008818, 'Flexão_OmbroE': 98.51848661086476, 'Flexão_OmbroD': 77.30525103720532}"
20,"{'Flexão_CotoveloD': 141.5733223241112, 'Flexão_CotoveloE': 120.64221824459699, 'Abdução_OmbroE': 171.3167926113653, 'Abdução_OmbroD': 114.23157102279058, 'Flexão_OmbroE': 95.75550259626496, 'Flexão_OmbroD': 82.1701923602125}"
21,"{'Flexão_CotoveloD': 143.29282339840137, 'Flexão_CotoveloE': 117.52743343246132, 'Abdução_OmbroE': 171.0047053976183, 'Abdução_OmbroD': 117.60573835666244, 'Flexão_OmbroE': 93.70493375941342, 'Flexão_OmbroD': 83.3773061569215}"
22,"{'Flexão_CotoveloD': 142.71698206138825, 'Flexão_CotoveloE': 118.96248877090923, 'Abdução_OmbroE': 171.38239799824515, 'Abdução_OmbroD': 115.81328256751976, 'Flexão_OmbroE': 94.74020821168355, 'Flexão_OmbroD': 83.97040333443847}"
23,"{'Flexão_CotoveloD': 141.16931123532225, 'Flexão_CotoveloE': 120.98959821605813, 'Abdução_OmbroE': 170.7343683086549, 'Abdução_OmbroD': 115.16764275245939, 'Flexão_OmbroE': 96.2192354498377, 'Flexão_OmbroD': 82.70803164067176}"
