Frame,Angle
0,"{'Flexão_Cab': 124.47531262320254, 'Flexão_Tro': 162.24460411705792, 'Rotação_Tro': 1.4373677616302005}"
1,"{'Flexão_Cab': 124.16927384442542, 'Flexão_Tro': 160.47165591844916, 'Rotação_Tro': 2.1132317850020317}"
2,"{'Flexão_Cab': 123.94511230035278, 'Flexão_Tro': 161.7246907382793, 'Rotação_Tro': 1.9917004277723889}"
3,"{'Flexão_Cab': 123.66050858896224, 'Flexão_Tro': 160.6286841340481, 'Rotação_Tro': 2.058026147716535}"
4,"{'Flexão_Cab': 123.35959711970477, 'Flexão_Tro': 160.669708606562, 'Rotação_Tro': 2.059554709641998}"
5,"{'Flexão_Cab': 123.63116812315866, 'Flexão_Tro': 159.39816706419472, 'Rotação_Tro': 2.0100661218912395}"
6,"{'Flexão_Cab': 122.98767407506699, 'Flexão_Tro': 160.2426452376804, 'Rotação_Tro': 2.1383852693208616}"
7,"{'Flexão_Cab': 123.92397828059634, 'Flexão_Tro': 159.82282133995363, 'Rotação_Tro': 1.9184284367270363}"
8,"{'Flexão_Cab': 125.09228880526436, 'Flexão_Tro': 158.72186466048032, 'Rotação_Tro': 2.2711007242113235}"
9,"{'Flexão_Cab': 124.92764242826428, 'Flexão_Tro': 159.6598930776882, 'Rotação_Tro': 2.2900062474934124}"
10,"{'Flexão_Cab': 125.24728924564732, 'Flexão_Tro': 159.07858700628788, 'Rotação_Tro': 2.200205138019437}"
11,"{'Flexão_Cab': 124.5299019838339, 'Flexão_Tro': 159.16484039826292, 'Rotação_Tro': 2.209849266906386}"
12,"{'Flexão_Cab': 123.89287060248546, 'Flexão_Tro': 159.6306186736846, 'Rotação_Tro': 2.187400402623436}"
13,"{'Flexão_Cab': 124.97927104631458, 'Flexão_Tro': 161.29615647363283, 'Rotação_Tro': 2.253121367568323}"
14,"{'Flexão_Cab': 123.56217175812245, 'Flexão_Tro': 160.2874905133775, 'Rotação_Tro': 2.3897549116835752}"
15,"{'Flexão_Cab': 121.96918407908692, 'Flexão_Tro': 158.69684927700777, 'Rotação_Tro': 2.2909191457142795}"
16,"{'Flexão_Cab': 122.56596246831869, 'Flexão_Tro': 161.23824432904522, 'Rotação_Tro': 2.2763378365750357}"
17,"{'Flexão_Cab': 122.81183501625586, 'Flexão_Tro': 160.30837461263303, 'Rotação_Tro': 2.179831624275502}"
18,"{'Flexão_Cab': 122.1066461846726, 'Flexão_Tro': 160.17969269967276, 'Rotação_Tro': 2.531473898703211}"
19,"{'Flexão_Cab': 123.66064801380944, 'Flexão_Tro': 160.63161533122621, 'Rotação_Tro': 2.528507177218383}"
20,"{'Flexão_Cab': 121.56054889200342, 'Flexão_Tro': 161.35897198964688, 'Rotação_Tro': 2.5288274441161103}"
21,"{'Flexão_Cab': 121.09722243621445, 'Flexão_Tro': 159.5890350394909, 'Rotação_Tro': 2.5767583239446132}"
22,"{'Flexão_Cab': 121.98603593048313, 'Flexão_Tro': 160.05207476770914, 'Rotação_Tro': 2.5588530320596545}"
23,"{'Flexão_Cab': 122.34313529429535, 'Flexão_Tro': 159.22477535571022, 'Rotação_Tro': 2.5160243669739}"
24,"{'Flexão_Cab': 120.91000433978064, 'Flexão_Tro': 159.67572556194483, 'Rotação_Tro': 2.4371191815875157}"
25,"{'Flexão_Cab': 119.49297090396414, 'Flexão_Tro': 160.08896697537318, 'Rotação_Tro': 2.532943030286045}"
26,"{'Flexão_Cab': 120.57615819339775, 'Flexão_Tro': 160.1429283010192, 'Rotação_Tro': 2.558658202462602}"
27,"{'Flexão_Cab': 120.74950213964014, 'Flexão_Tro': 160.03553046352516, 'Rotação_Tro': 2.727229558631722}"
28,"{'Flexão_Cab': 119.08210542632241, 'Flexão_Tro': 158.71986993959544, 'Rotação_Tro': 2.5202725591332276}"
29,"{'Flexão_Cab': 118.98115958916338, 'Flexão_Tro': 161.5664091155044, 'Rotação_Tro': 2.746697771962639}"
30,"{'Flexão_Cab': 120.85321723144696, 'Flexão_Tro': 159.5760882710329, 'Rotação_Tro': 2.486320099037616}"
31,"{'Flexão_Cab': 120.12679417082033, 'Flexão_Tro': 160.2241192960552, 'Rotação_Tro': 2.7384160739294305}"
32,"{'Flexão_Cab': 120.68285850888594, 'Flexão_Tro': 161.06209070393822, 'Rotação_Tro': 2.587586002001018}"
