Frame,Angle
0,"{'Flexão_CotoveloD': 138.42918183215514, 'Flexão_CotoveloE': 138.6176889140167, 'Abdução_OmbroE': 148.3860042970806, 'Abdução_OmbroD': 127.1095776873444, 'Flexão_OmbroE': 113.3959676926111, 'Flexão_OmbroD': 94.99451246490143}"
1,"{'Flexão_CotoveloD': 139.57544114789638, 'Flexão_CotoveloE': 142.34597259730342, 'Abdução_OmbroE': 142.56125919608272, 'Abdução_OmbroD': 126.29836365269007, 'Flexão_OmbroE': 116.31903808643318, 'Flexão_OmbroD': 95.60286674986136}"
2,"{'Flexão_CotoveloD': 141.22914935132377, 'Flexão_CotoveloE': 147.2571651853238, 'Abdução_OmbroE': 135.39221712768165, 'Abdução_OmbroD': 125.37687945511321, 'Flexão_OmbroE': 119.82248392570507, 'Flexão_OmbroD': 97.26051629888156}"
3,"{'Flexão_CotoveloD': 141.3615834408936, 'Flexão_CotoveloE': 132.77652057769436, 'Abdução_OmbroE': 148.89988360094, 'Abdução_OmbroD': 128.03512434166308, 'Flexão_OmbroE': 109.41977623369303, 'Flexão_OmbroD': 97.41694270189596}"
4,"{'Flexão_CotoveloD': 143.68091905763794, 'Flexão_CotoveloE': 136.21595989321472, 'Abdução_OmbroE': 143.40297119323273, 'Abdução_OmbroD': 127.694828719376, 'Flexão_OmbroE': 112.17695590460886, 'Flexão_OmbroD': 100.44293499186102}"
5,"{'Flexão_CotoveloD': 140.83510802803042, 'Flexão_CotoveloE': 130.17833792128712, 'Abdução_OmbroE': 153.55379938011194, 'Abdução_OmbroD': 128.4148745277306, 'Flexão_OmbroE': 107.71473931467597, 'Flexão_OmbroD': 97.63757688778261}"
6,"{'Flexão_CotoveloD': 141.63821891402145, 'Flexão_CotoveloE': 121.9100691215452, 'Abdução_OmbroE': 159.65322385134692, 'Abdução_OmbroD': 130.69608060447956, 'Flexão_OmbroE': 100.51912028957838, 'Flexão_OmbroD': 99.7922581707366}"
7,"{'Flexão_CotoveloD': 139.87017496297375, 'Flexão_CotoveloE': 127.9316231201878, 'Abdução_OmbroE': 154.2281921999038, 'Abdução_OmbroD': 129.45399825791682, 'Flexão_OmbroE': 105.83917813658636, 'Flexão_OmbroD': 97.65558845286792}"
8,"{'Flexão_CotoveloD': 139.99793120511077, 'Flexão_CotoveloE': 130.06913247838705, 'Abdução_OmbroE': 154.3953036437017, 'Abdução_OmbroD': 128.2975874454732, 'Flexão_OmbroE': 107.42168829738173, 'Flexão_OmbroD': 97.47942390923828}"
9,"{'Flexão_CotoveloD': 139.9459504379591, 'Flexão_CotoveloE': 135.83549101782248, 'Abdução_OmbroE': 147.0107526277684, 'Abdução_OmbroD': 127.98975786639825, 'Flexão_OmbroE': 111.70084125667329, 'Flexão_OmbroD': 96.69225975998035}"
10,"{'Flexão_CotoveloD': 142.08329021158815, 'Flexão_CotoveloE': 124.28573076750897, 'Abdução_OmbroE': 156.66705537545124, 'Abdução_OmbroD': 130.79351616162674, 'Flexão_OmbroE': 102.79105434710807, 'Flexão_OmbroD': 100.34438129005761}"
11,"{'Flexão_CotoveloD': 142.71874661488002, 'Flexão_CotoveloE': 125.26291677216949, 'Abdução_OmbroE': 157.35062620212886, 'Abdução_OmbroD': 129.05617705842408, 'Flexão_OmbroE': 104.00675036227207, 'Flexão_OmbroD': 100.39471798974647}"
12,"{'Flexão_CotoveloD': 141.5768939728922, 'Flexão_CotoveloE': 133.20359536355255, 'Abdução_OmbroE': 149.73626410405254, 'Abdução_OmbroD': 127.36655283126578, 'Flexão_OmbroE': 110.67931884000983, 'Flexão_OmbroD': 98.51931713176522}"
13,"{'Flexão_CotoveloD': 138.20963598824557, 'Flexão_CotoveloE': 123.85342415335649, 'Abdução_OmbroE': 160.16610161784814, 'Abdução_OmbroD': 129.95097960885712, 'Flexão_OmbroE': 102.98373209957084, 'Flexão_OmbroD': 95.67059569675146}"
14,"{'Flexão_CotoveloD': 140.13486743242564, 'Flexão_CotoveloE': 128.23714056602697, 'Abdução_OmbroE': 155.3843878174952, 'Abdução_OmbroD': 128.9547209863401, 'Flexão_OmbroE': 106.4166912120303, 'Flexão_OmbroD': 97.48554189948196}"
15,"{'Flexão_CotoveloD': 138.7491744818863, 'Flexão_CotoveloE': 124.47007426790441, 'Abdução_OmbroE': 159.60364172033752, 'Abdução_OmbroD': 129.78171085089463, 'Flexão_OmbroE': 102.87471133217517, 'Flexão_OmbroD': 96.37572440687}"
16,"{'Flexão_CotoveloD': 140.48549613599272, 'Flexão_CotoveloE': 123.86772689149024, 'Abdução_OmbroE': 158.8404911750473, 'Abdução_OmbroD': 129.70617134656268, 'Flexão_OmbroE': 102.86819875260458, 'Flexão_OmbroD': 97.87548687670153}"
17,"{'Flexão_CotoveloD': 141.8394965243774, 'Flexão_CotoveloE': 120.12598403650154, 'Abdução_OmbroE': 161.02974352767365, 'Abdução_OmbroD': 131.9159164122194, 'Flexão_OmbroE': 98.36210892275285, 'Flexão_OmbroD': 99.8078819728317}"
18,"{'Flexão_CotoveloD': 140.45453123922826, 'Flexão_CotoveloE': 120.64718944177272, 'Abdução_OmbroE': 160.17076584869005, 'Abdução_OmbroD': 132.2528964579343, 'Flexão_OmbroE': 97.96447823719133, 'Flexão_OmbroD': 99.1533853772163}"
19,"{'Flexão_CotoveloD': 140.4207386655275, 'Flexão_CotoveloE': 118.82337343735412, 'Abdução_OmbroE': 161.83631527568232, 'Abdução_OmbroD': 132.64878903650913, 'Flexão_OmbroE': 95.37569669697072, 'Flexão_OmbroD': 99.16696159430253}"
20,"{'Flexão_CotoveloD': 139.0039616631529, 'Flexão_CotoveloE': 118.80976826193984, 'Abdução_OmbroE': 161.9848555020725, 'Abdução_OmbroD': 132.24246732619275, 'Flexão_OmbroE': 95.2263055711988, 'Flexão_OmbroD': 97.56023598522484}"
21,"{'Flexão_CotoveloD': 141.1794306751183, 'Flexão_CotoveloE': 116.12980738978519, 'Abdução_OmbroE': 162.08656337478286, 'Abdução_OmbroD': 133.00613157629525, 'Flexão_OmbroE': 93.11617995546078, 'Flexão_OmbroD': 100.16596714897236}"
