Frame,Angle
0,"{'Flexão_CotoveloD': 70.44254475775, 'Flexão_CotoveloE': 104.94425872303339, 'Abdução_OmbroE': 152.37614356640444, 'Abdução_OmbroD': 108.79838481055349, 'Flexão_OmbroE': 75.4395682686261, 'Flexão_OmbroD': 24.968722899407226}"
1,"{'Flexão_CotoveloD': 71.162716543152, 'Flexão_CotoveloE': 107.08930355929219, 'Abdução_OmbroE': 153.58305910186186, 'Abdução_OmbroD': 109.14215746571455, 'Flexão_OmbroE': 76.679002618094, 'Flexão_OmbroD': 25.23989468294772}"
2,"{'Flexão_CotoveloD': 70.90293824343183, 'Flexão_CotoveloE': 104.93228890150658, 'Abdução_OmbroE': 152.74489186640247, 'Abdução_OmbroD': 108.54513099732907, 'Flexão_OmbroE': 74.32615912607045, 'Flexão_OmbroD': 26.180985151334937}"
3,"{'Flexão_CotoveloD': 72.4274273220758, 'Flexão_CotoveloE': 105.73587270953128, 'Abdução_OmbroE': 153.09739576864212, 'Abdução_OmbroD': 109.04098250992503, 'Flexão_OmbroE': 75.04842436120171, 'Flexão_OmbroD': 26.410750386700357}"
4,"{'Flexão_CotoveloD': 71.23779819610968, 'Flexão_CotoveloE': 106.69735137703259, 'Abdução_OmbroE': 152.59001815231153, 'Abdução_OmbroD': 109.10785154241862, 'Flexão_OmbroE': 74.82045405178391, 'Flexão_OmbroD': 26.2521466711963}"
5,"{'Flexão_CotoveloD': 70.79563346627913, 'Flexão_CotoveloE': 107.504281996732, 'Abdução_OmbroE': 152.9385984432974, 'Abdução_OmbroD': 109.53696063854927, 'Flexão_OmbroE': 75.79762252142676, 'Flexão_OmbroD': 26.097441518440576}"
6,"{'Flexão_CotoveloD': 72.04014129819458, 'Flexão_CotoveloE': 106.52087845953726, 'Abdução_OmbroE': 154.10454822538298, 'Abdução_OmbroD': 108.58189044472358, 'Flexão_OmbroE': 75.30664450649039, 'Flexão_OmbroD': 26.846466862464553}"
7,"{'Flexão_CotoveloD': 71.71383565396233, 'Flexão_CotoveloE': 109.00190089067071, 'Abdução_OmbroE': 154.40538295716095, 'Abdução_OmbroD': 110.35476465124174, 'Flexão_OmbroE': 77.72791047894066, 'Flexão_OmbroD': 26.531443655764207}"
8,"{'Flexão_CotoveloD': 71.01349597068028, 'Flexão_CotoveloE': 109.15598958021874, 'Abdução_OmbroE': 154.0902827462833, 'Abdução_OmbroD': 110.1214292950096, 'Flexão_OmbroE': 77.407002190129, 'Flexão_OmbroD': 25.981622263539464}"
9,"{'Flexão_CotoveloD': 71.72653940736839, 'Flexão_CotoveloE': 106.84570025952385, 'Abdução_OmbroE': 154.516783716308, 'Abdução_OmbroD': 108.88655003039496, 'Flexão_OmbroE': 76.13604687259294, 'Flexão_OmbroD': 26.315641311401265}"
10,"{'Flexão_CotoveloD': 72.90418562329072, 'Flexão_CotoveloE': 107.02569287124227, 'Abdução_OmbroE': 154.48155464400818, 'Abdução_OmbroD': 108.79949461349987, 'Flexão_OmbroE': 75.20979976646365, 'Flexão_OmbroD': 27.427401582102334}"
11,"{'Flexão_CotoveloD': 72.99481490604279, 'Flexão_CotoveloE': 105.23390395631083, 'Abdução_OmbroE': 153.9564826050235, 'Abdução_OmbroD': 108.6228175948187, 'Flexão_OmbroE': 74.45494431282835, 'Flexão_OmbroD': 27.657262376629262}"
12,"{'Flexão_CotoveloD': 71.50982179364816, 'Flexão_CotoveloE': 104.4010348856664, 'Abdução_OmbroE': 152.31406021684057, 'Abdução_OmbroD': 108.6853457722995, 'Flexão_OmbroE': 73.4768860110465, 'Flexão_OmbroD': 26.665454487833415}"
13,"{'Flexão_CotoveloD': 69.66343420169747, 'Flexão_CotoveloE': 105.8197018994519, 'Abdução_OmbroE': 151.07155490483308, 'Abdução_OmbroD': 110.64233508730146, 'Flexão_OmbroE': 74.86578721119072, 'Flexão_OmbroD': 25.408954205746966}"
