Frame,Angle
0,"{'Flexão_CotoveloD': 177.4240013603125, 'Flexão_CotoveloE': 177.17920290933316, 'Abdução_OmbroE': 179.02700850039008, 'Abdução_OmbroD': 177.07556884836148, 'Flexão_OmbroE': 144.54221464968725, 'Flexão_OmbroD': 104.66612677778872}"
2,"{'Flexão_CotoveloD': 175.66000233024454, 'Flexão_CotoveloE': 177.13009000796686, 'Abdução_OmbroE': 179.24546799101867, 'Abdução_OmbroD': 176.73070273835793, 'Flexão_OmbroE': 145.7831234643546, 'Flexão_OmbroD': 102.26163093052061}"
4,"{'Flexão_CotoveloD': 176.61848239446329, 'Flexão_CotoveloE': 176.92432817198863, 'Abdução_OmbroE': 178.90188233346842, 'Abdução_OmbroD': 177.13698642279437, 'Flexão_OmbroE': 145.26788322033758, 'Flexão_OmbroD': 102.70705105203795}"
6,"{'Flexão_CotoveloD': 175.84248609615543, 'Flexão_CotoveloE': 177.34122032712054, 'Abdução_OmbroE': 179.34987399533017, 'Abdução_OmbroD': 176.7559455184569, 'Flexão_OmbroE': 145.0374242074883, 'Flexão_OmbroD': 102.91134646943567}"
8,"{'Flexão_CotoveloD': 176.095383440301, 'Flexão_CotoveloE': 177.20304989474806, 'Abdução_OmbroE': 179.11379847798122, 'Abdução_OmbroD': 176.9939895245451, 'Flexão_OmbroE': 146.01782995864707, 'Flexão_OmbroD': 100.14316488905375}"
10,"{'Flexão_CotoveloD': 175.8341860260527, 'Flexão_CotoveloE': 177.59944317238646, 'Abdução_OmbroE': 178.57692402619878, 'Abdução_OmbroD': 176.78386545527263, 'Flexão_OmbroE': 146.50525973559525, 'Flexão_OmbroD': 99.17623849044436}"
12,"{'Flexão_CotoveloD': 178.81549308694053, 'Flexão_CotoveloE': 178.16080603459164, 'Abdução_OmbroE': 178.3391371174511, 'Abdução_OmbroD': 177.43628801368084, 'Flexão_OmbroE': 146.09837564963203, 'Flexão_OmbroD': 98.72447735859124}"
14,"{'Flexão_CotoveloD': 179.19150474233882, 'Flexão_CotoveloE': 177.76485160244766, 'Abdução_OmbroE': 178.1981373309408, 'Abdução_OmbroD': 177.3846197710157, 'Flexão_OmbroE': 146.23470978760975, 'Flexão_OmbroD': 99.35805229047672}"
16,"{'Flexão_CotoveloD': 178.14771316677644, 'Flexão_CotoveloE': 177.8390383669463, 'Abdução_OmbroE': 178.49153921269613, 'Abdução_OmbroD': 177.23461866277233, 'Flexão_OmbroE': 145.4392915109315, 'Flexão_OmbroD': 101.26239315389454}"
18,"{'Flexão_CotoveloD': 177.79628689933938, 'Flexão_CotoveloE': 177.54422267875557, 'Abdução_OmbroE': 178.23633262455633, 'Abdução_OmbroD': 178.25578699248376, 'Flexão_OmbroE': 146.47482676690169, 'Flexão_OmbroD': 97.52606198182053}"
20,"{'Flexão_CotoveloD': 177.5741155206909, 'Flexão_CotoveloE': 177.92857822096894, 'Abdução_OmbroE': 178.52017291819703, 'Abdução_OmbroD': 178.20279908545697, 'Flexão_OmbroE': 145.69026282064422, 'Flexão_OmbroD': 101.73571415714498}"
22,"{'Flexão_CotoveloD': 178.35894496696196, 'Flexão_CotoveloE': 177.33286662255205, 'Abdução_OmbroE': 178.24405124350272, 'Abdução_OmbroD': 177.9809278882845, 'Flexão_OmbroE': 146.15657185015624, 'Flexão_OmbroD': 101.3473191745038}"
