Frame,Angle
0,"{'Flexão_Cab': 81.91343499528817, 'Flexão_Tro': 139.7145782308698, 'Rotação_Tro': 4.455884704010168}"
2,"{'Flexão_Cab': 78.52329978962507, 'Flexão_Tro': 135.9057790598502, 'Rotação_Tro': 0.75939070656512}"
4,"{'Flexão_Cab': 82.80204825900597, 'Flexão_Tro': 140.79648609749546, 'Rotação_Tro': 0.6173792807999992}"
6,"{'Flexão_Cab': 75.74879606700499, 'Flexão_Tro': 136.99629220059975, 'Rotação_Tro': 2.0897340224386918}"
8,"{'Flexão_Cab': 75.88674398427936, 'Flexão_Tro': 137.50533934878334, 'Rotação_Tro': 2.131560113915042}"
10,"{'Flexão_Cab': 77.72507406337972, 'Flexão_Tro': 134.63949810241505, 'Rotação_Tro': 2.167413887259465}"
12,"{'Flexão_Cab': 79.34728810625934, 'Flexão_Tro': 137.1236858585873, 'Rotação_Tro': 2.0371037631094393}"
14,"{'Flexão_Cab': 80.69058865063174, 'Flexão_Tro': 140.0872569309214, 'Rotação_Tro': 4.893836625364922}"
16,"{'Flexão_Cab': 86.41240584010373, 'Flexão_Tro': 143.99442165478655, 'Rotação_Tro': 3.3281574758388723}"
18,"{'Flexão_Cab': 84.32913438669011, 'Flexão_Tro': 142.45181993593786, 'Rotação_Tro': 3.023627828437948}"
20,"{'Flexão_Cab': 82.47977928836067, 'Flexão_Tro': 141.97267716888635, 'Rotação_Tro': 5.136280984546234}"
22,"{'Flexão_Cab': 82.45806784321097, 'Flexão_Tro': 138.85090137846666, 'Rotação_Tro': 6.29795281238464}"
24,"{'Flexão_Cab': 81.49258319042988, 'Flexão_Tro': 137.66882679704963, 'Rotação_Tro': 5.046482388754421}"
26,"{'Flexão_Cab': 82.40182184478428, 'Flexão_Tro': 141.2921228498023, 'Rotação_Tro': 6.609688096680739}"
28,"{'Flexão_Cab': 79.3714460070748, 'Flexão_Tro': 139.74397635562832, 'Rotação_Tro': 4.751781357108576}"
30,"{'Flexão_Cab': 79.5699327859963, 'Flexão_Tro': 138.10161152706624, 'Rotação_Tro': 5.778002132933729}"
32,"{'Flexão_Cab': 77.4326340097449, 'Flexão_Tro': 142.93425117040778, 'Rotação_Tro': 5.337073608206781}"
34,"{'Flexão_Cab': 81.24296772460627, 'Flexão_Tro': 143.5176573001041, 'Rotação_Tro': 5.609841680134067}"
36,"{'Flexão_Cab': 84.48085942598176, 'Flexão_Tro': 144.50410800787438, 'Rotação_Tro': 2.414074575438588}"
38,"{'Flexão_Cab': 82.0190452384616, 'Flexão_Tro': 147.17029302346174, 'Rotação_Tro': 6.706892701972851}"
40,"{'Flexão_Cab': 86.79458943960428, 'Flexão_Tro': 144.47568550849937, 'Rotação_Tro': 3.1914889402474422}"
42,"{'Flexão_Cab': 83.61455002912209, 'Flexão_Tro': 143.7244424817122, 'Rotação_Tro': 7.739155972184999}"
