Frame,Angle
0,"{'Flexão_Cab': 141.33954353262507, 'Flexão_Tro': 167.63374078069097, 'Rotação_Tro': 2.9464668182592195}"
1,"{'Flexão_Cab': 141.0639059432694, 'Flexão_Tro': 165.88059521020512, 'Rotação_Tro': 3.002688152586829}"
2,"{'Flexão_Cab': 139.45079780902745, 'Flexão_Tro': 164.19541436850778, 'Rotação_Tro': 3.4165078102403155}"
3,"{'Flexão_Cab': 139.65658805988704, 'Flexão_Tro': 164.70151630864976, 'Rotação_Tro': 3.1944115219307423}"
4,"{'Flexão_Cab': 139.96716323861565, 'Flexão_Tro': 164.08250287407245, 'Rotação_Tro': 3.2804955938635056}"
5,"{'Flexão_Cab': 139.4765362045994, 'Flexão_Tro': 163.84026557513522, 'Rotação_Tro': 3.65343623392712}"
6,"{'Flexão_Cab': 140.1772982140475, 'Flexão_Tro': 161.83479939038537, 'Rotação_Tro': 3.392276803165289}"
7,"{'Flexão_Cab': 140.9548679672863, 'Flexão_Tro': 162.94621538113662, 'Rotação_Tro': 3.485370712441375}"
8,"{'Flexão_Cab': 140.13042131615055, 'Flexão_Tro': 163.52876306446672, 'Rotação_Tro': 3.2748627327198667}"
9,"{'Flexão_Cab': 139.6111417505167, 'Flexão_Tro': 163.46709807926695, 'Rotação_Tro': 3.3062362004529104}"
10,"{'Flexão_Cab': 139.64609814167184, 'Flexão_Tro': 163.57936451049792, 'Rotação_Tro': 3.3975107058356557}"
11,"{'Flexão_Cab': 138.47898542029102, 'Flexão_Tro': 164.85762491442028, 'Rotação_Tro': 2.8496050539209636}"
12,"{'Flexão_Cab': 137.71919861223557, 'Flexão_Tro': 164.49254376762596, 'Rotação_Tro': 3.1880210631753596}"
13,"{'Flexão_Cab': 136.8761799038407, 'Flexão_Tro': 163.7978424397614, 'Rotação_Tro': 3.0140653336775074}"
14,"{'Flexão_Cab': 138.98049259047625, 'Flexão_Tro': 162.40520658798354, 'Rotação_Tro': 3.215611728465277}"
15,"{'Flexão_Cab': 138.49874760183394, 'Flexão_Tro': 162.93865135318322, 'Rotação_Tro': 3.2924004134675977}"
16,"{'Flexão_Cab': 138.2708010645984, 'Flexão_Tro': 163.41171914046234, 'Rotação_Tro': 3.3707629186509003}"
17,"{'Flexão_Cab': 137.92156246405108, 'Flexão_Tro': 162.4488726373266, 'Rotação_Tro': 3.4031740766781002}"
18,"{'Flexão_Cab': 138.83524166967288, 'Flexão_Tro': 162.671596007136, 'Rotação_Tro': 3.5456499184402177}"
19,"{'Flexão_Cab': 138.85520370180447, 'Flexão_Tro': 163.385957109231, 'Rotação_Tro': 3.129511500849665}"
20,"{'Flexão_Cab': 137.49274913308108, 'Flexão_Tro': 162.31246265390206, 'Rotação_Tro': 3.680453285756062}"
21,"{'Flexão_Cab': 138.723085080203, 'Flexão_Tro': 163.4771167955775, 'Rotação_Tro': 3.409011547107484}"
22,"{'Flexão_Cab': 139.11476808819268, 'Flexão_Tro': 161.82384429455806, 'Rotação_Tro': 3.2916990457141218}"
23,"{'Flexão_Cab': 138.99557548968986, 'Flexão_Tro': 163.6342274710927, 'Rotação_Tro': 3.5339591618806216}"
24,"{'Flexão_Cab': 139.16614552206084, 'Flexão_Tro': 162.4214675796513, 'Rotação_Tro': 3.801584726819543}"
25,"{'Flexão_Cab': 137.64335075211298, 'Flexão_Tro': 163.72250238288314, 'Rotação_Tro': 3.775050110738586}"
26,"{'Flexão_Cab': 137.35029901790188, 'Flexão_Tro': 163.35595658664187, 'Rotação_Tro': 3.9549308650181056}"
27,"{'Flexão_Cab': 137.89029686441702, 'Flexão_Tro': 163.39314686442577, 'Rotação_Tro': 3.967612372186553}"
28,"{'Flexão_Cab': 138.55579042850525, 'Flexão_Tro': 163.98665069423765, 'Rotação_Tro': 3.7301759451652083}"
29,"{'Flexão_Cab': 136.80885074508726, 'Flexão_Tro': 163.3772745243218, 'Rotação_Tro': 3.4880612111493}"
30,"{'Flexão_Cab': 140.3835670176289, 'Flexão_Tro': 162.49843428021694, 'Rotação_Tro': 3.7108171505179084}"
31,"{'Flexão_Cab': 138.84544724587727, 'Flexão_Tro': 162.3181507021968, 'Rotação_Tro': 3.7663809071154373}"
32,"{'Flexão_Cab': 139.29549763686822, 'Flexão_Tro': 161.01630364563866, 'Rotação_Tro': 3.7092694735454335}"
