Frame,Angle
0,"{'Flexão_CotoveloD': 137.01296646009212, 'Flexão_CotoveloE': 172.05327610127543, 'Abdução_OmbroE': 177.14216580684993, 'Abdução_OmbroD': 163.40829160420537, 'Flexão_OmbroE': 146.8285990048234, 'Flexão_OmbroD': 58.59439456590896}"
2,"{'Flexão_CotoveloD': 149.0496343804541, 'Flexão_CotoveloE': 171.79914204297086, 'Abdução_OmbroE': 177.07052343328735, 'Abdução_OmbroD': 164.58786710017446, 'Flexão_OmbroE': 143.42055466510232, 'Flexão_OmbroD': 70.51801160906669}"
4,"{'Flexão_CotoveloD': 95.50001449132164, 'Flexão_CotoveloE': 166.5396419860376, 'Abdução_OmbroE': 176.45509077092325, 'Abdução_OmbroD': 157.92836605725364, 'Flexão_OmbroE': 141.64506520190946, 'Flexão_OmbroD': 61.27325956706602}"
6,"{'Flexão_CotoveloD': 87.39241467628553, 'Flexão_CotoveloE': 171.95146950082307, 'Abdução_OmbroE': 176.25608613571978, 'Abdução_OmbroD': 160.148993427568, 'Flexão_OmbroE': 146.65303145588666, 'Flexão_OmbroD': 50.845303839990464}"
8,"{'Flexão_CotoveloD': 91.60612731826643, 'Flexão_CotoveloE': 172.25570741107984, 'Abdução_OmbroE': 175.61085698355183, 'Abdução_OmbroD': 162.0600421739453, 'Flexão_OmbroE': 146.16503033851924, 'Flexão_OmbroD': 54.96806912588052}"
10,"{'Flexão_CotoveloD': 96.8033704045812, 'Flexão_CotoveloE': 172.31127537518415, 'Abdução_OmbroE': 175.91264758300503, 'Abdução_OmbroD': 160.84692710744778, 'Flexão_OmbroE': 140.7959013195159, 'Flexão_OmbroD': 64.14312904035492}"
12,"{'Flexão_CotoveloD': 78.88481207016724, 'Flexão_CotoveloE': 171.87432472233706, 'Abdução_OmbroE': 176.31979999947757, 'Abdução_OmbroD': 159.70904013782766, 'Flexão_OmbroE': 146.17973796135962, 'Flexão_OmbroD': 46.46872161992525}"
14,"{'Flexão_CotoveloD': 105.40312950156851, 'Flexão_CotoveloE': 171.29372428085242, 'Abdução_OmbroE': 175.8772626002113, 'Abdução_OmbroD': 160.95162879860783, 'Flexão_OmbroE': 137.17856572005718, 'Flexão_OmbroD': 77.54148206534089}"
16,"{'Flexão_CotoveloD': 105.5780596469478, 'Flexão_CotoveloE': 170.62767269857886, 'Abdução_OmbroE': 176.85291890613897, 'Abdução_OmbroD': 159.8330881530127, 'Flexão_OmbroE': 142.54991520262197, 'Flexão_OmbroD': 63.312562647888356}"
18,"{'Flexão_CotoveloD': 102.31634129837177, 'Flexão_CotoveloE': 170.76752914109116, 'Abdução_OmbroE': 176.42453478964438, 'Abdução_OmbroD': 159.70751885206735, 'Flexão_OmbroE': 141.93310743845817, 'Flexão_OmbroD': 61.217291110406535}"
20,"{'Flexão_CotoveloD': 103.68679810458899, 'Flexão_CotoveloE': 170.93377741357406, 'Abdução_OmbroE': 176.47448059804873, 'Abdução_OmbroD': 160.024308652356, 'Flexão_OmbroE': 144.1357764277111, 'Flexão_OmbroD': 53.7037337362694}"
22,"{'Flexão_CotoveloD': 78.42315940626084, 'Flexão_CotoveloE': 171.27751075302908, 'Abdução_OmbroE': 177.018270070794, 'Abdução_OmbroD': 157.19628807802917, 'Flexão_OmbroE': 144.58204746495824, 'Flexão_OmbroD': 44.104959628307455}"
24,"{'Flexão_CotoveloD': 77.38686308265044, 'Flexão_CotoveloE': 171.90803222914948, 'Abdução_OmbroE': 176.78294309002897, 'Abdução_OmbroD': 153.70200945703894, 'Flexão_OmbroE': 145.44856005928554, 'Flexão_OmbroD': 39.21109817179851}"
26,"{'Flexão_CotoveloD': 80.06589172482425, 'Flexão_CotoveloE': 171.13132010450389, 'Abdução_OmbroE': 178.10642866143453, 'Abdução_OmbroD': 156.72101033229754, 'Flexão_OmbroE': 148.12657252556335, 'Flexão_OmbroD': 41.767657753692106}"
28,"{'Flexão_CotoveloD': 77.0001142544329, 'Flexão_CotoveloE': 169.07856446757197, 'Abdução_OmbroE': 177.51221997271995, 'Abdução_OmbroD': 154.19314057318826, 'Flexão_OmbroE': 146.37286775616585, 'Flexão_OmbroD': 41.0940108732068}"
30,"{'Flexão_CotoveloD': 90.67591070096006, 'Flexão_CotoveloE': 171.3201277803376, 'Abdução_OmbroE': 178.1850974840892, 'Abdução_OmbroD': 158.5469779145068, 'Flexão_OmbroE': 148.00787045997063, 'Flexão_OmbroD': 49.93416323432797}"
32,"{'Flexão_CotoveloD': 74.14067084762833, 'Flexão_CotoveloE': 168.93137450406056, 'Abdução_OmbroE': 177.54786323051528, 'Abdução_OmbroD': 154.14191276138536, 'Flexão_OmbroE': 147.35287499083125, 'Flexão_OmbroD': 41.18516486517029}"
34,"{'Flexão_CotoveloD': 151.73074359792017, 'Flexão_CotoveloE': 172.92222905769876, 'Abdução_OmbroE': 178.0993076867637, 'Abdução_OmbroD': 162.22708341951653, 'Flexão_OmbroE': 140.18119879276594, 'Flexão_OmbroD': 74.88333734912808}"
36,"{'Flexão_CotoveloD': 78.42317267067989, 'Flexão_CotoveloE': 167.33620406837193, 'Abdução_OmbroE': 175.57088828465885, 'Abdução_OmbroD': 151.609547590171, 'Flexão_OmbroE': 144.49300947469192, 'Flexão_OmbroD': 41.299269094198166}"
38,"{'Flexão_CotoveloD': 92.95778169830933, 'Flexão_CotoveloE': 168.98061286096083, 'Abdução_OmbroE': 176.5162143209905, 'Abdução_OmbroD': 150.91562861243528, 'Flexão_OmbroE': 139.54804294157685, 'Flexão_OmbroD': 66.588384807661}"
40,"{'Flexão_CotoveloD': 87.48529978269795, 'Flexão_CotoveloE': 168.60693378381535, 'Abdução_OmbroE': 176.24945529515264, 'Abdução_OmbroD': 152.5832289112348, 'Flexão_OmbroE': 144.3973135205631, 'Flexão_OmbroD': 51.46703117750732}"
42,"{'Flexão_CotoveloD': 111.27779886018811, 'Flexão_CotoveloE': 170.9718412461385, 'Abdução_OmbroE': 176.17211554564523, 'Abdução_OmbroD': 153.56605564219552, 'Flexão_OmbroE': 131.96123550257494, 'Flexão_OmbroD': 88.77330303971816}"
44,"{'Flexão_CotoveloD': 83.77848160360753, 'Flexão_CotoveloE': 169.6866611948535, 'Abdução_OmbroE': 175.2863132345656, 'Abdução_OmbroD': 150.70753939906666, 'Flexão_OmbroE': 140.31207016641548, 'Flexão_OmbroD': 61.349538402253046}"
46,"{'Flexão_CotoveloD': 90.62891375657706, 'Flexão_CotoveloE': 170.00170184130798, 'Abdução_OmbroE': 175.1710410403394, 'Abdução_OmbroD': 150.83660393605686, 'Flexão_OmbroE': 129.8801852846713, 'Flexão_OmbroD': 85.79865111194415}"
48,"{'Flexão_CotoveloD': 87.48614765953678, 'Flexão_CotoveloE': 167.92177419911602, 'Abdução_OmbroE': 175.16344606832666, 'Abdução_OmbroD': 152.86191951956397, 'Flexão_OmbroE': 141.2029050435272, 'Flexão_OmbroD': 61.4038807598112}"
50,"{'Flexão_CotoveloD': 106.3662100901907, 'Flexão_CotoveloE': 168.8175269236987, 'Abdução_OmbroE': 174.9232176819068, 'Abdução_OmbroD': 151.99253179704934, 'Flexão_OmbroE': 130.03488856373798, 'Flexão_OmbroD': 85.74585388561647}"
